Nom Boutique;Catégorie Boutique;Produit;Description Produit
Complex santa lucia;supermarche;Spaghetti;Pâtes longues originaires d'Italie.
Complex santa lucia;supermarche;Lasagnes;Plats italiens composés de couches de pâtes, viande et sauce béchamel.
Complex santa lucia;supermarche;Paella;Plat espagnol à base de riz, fruits de mer et légumes.
Complex santa lucia;supermarche;Brochettes;Morceaux de viande ou légumes enfilés sur des bâtons et grillés.
Complex santa lucia;supermarche;Frites;Pommes de terre coupées et frites dans l'huile.
Complex santa lucia;supermarche;Purée;Pommes de terre cuites et écrasées avec du beurre et du lait.
Complex santa lucia;supermarche;Légumes sautés;Légumes cuits rapidement dans une poêle.
Complex santa lucia;supermarche;Ratatouille;Plat provençal à base de légumes mijotés.
Complex santa lucia;supermarche;Quiche;Tarte salée garnie d'œufs, crème et autres ingrédients.
Complex santa lucia;supermarche;Sandwich;Pain garni de divers ingrédients.
Complex santa lucia;supermarche;Burger;Sandwich chaud garni de viande, fromage et légumes.
Complex santa lucia;supermarche;Omelette;Plat à base d'œufs battus cuits à la poêle.
Complex santa lucia;supermarche;Croque-monsieur;Sandwich chaud au jambon et fromage.
Complex santa lucia;supermarche;Sushis;Spécialités japonaises à base de riz et de poisson cru.
Complex santa lucia;supermarche;Tacos;Plat mexicain composé de tortillas garnies.
Complex santa lucia;supermarche;Wraps;Galettes roulées garnies de légumes ou viande.
Complex santa lucia;supermarche;Risotto;Plat italien crémeux à base de riz.
Complex santa lucia;supermarche;Nems;Rouleaux frits garnis de légumes ou viande.
Complex santa lucia;supermarche;Raviolis;Pâtes farcies originaires d'Italie.
Complex santa lucia;supermarche;Gnocchis;Petites pâtes italiennes à base de pommes de terre.
Complex santa lucia;supermarche;Chili con carne;Plat épicé à base de viande hachée et haricots rouges.
Complex santa lucia;supermarche;Saucisses;Préparation de viande hachée dans un boyau.
Complex santa lucia;supermarche;Ragoût;Plat mijoté avec viande, légumes et sauce.
Complex santa lucia;supermarche;Tapas;Petites portions d'origine espagnole servies en apéritif.
Complex santa lucia;supermarche;Fondue;Plat consistant à faire fondre du fromage ou du chocolat.
Complex santa lucia;supermarche;Raclette;Plat à base de fromage fondu accompagné de pommes de terre et charcuterie.
Complex santa lucia;supermarche;Laptop;Ordinateur portable compact conçu pour un usage mobile.
Complex santa lucia;supermarche;Téléphone;Appareil de communication permettant les appels, messages et autres fonctionnalités multimédias.
Complex santa lucia;supermarche;Chargeur;Dispositif utilisé pour recharger la batterie d'un appareil électronique.
Complex santa lucia;supermarche;Clé USB;Périphérique de stockage portable utilisé pour transférer des fichiers.
Complex santa lucia;supermarche;Télécommande;Dispositif permettant de contrôler à distance des appareils électroniques.
Complex santa lucia;supermarche;Air pod;Écouteurs sans fil produits par Apple.
Complex santa lucia;supermarche;Écouteur;Petit dispositif audio porté dans les oreilles pour écouter des sons ou de la musique.
Complex santa lucia;supermarche;Souris;Dispositif de pointage pour contrôler le curseur d'un ordinateur.
Complex santa lucia;supermarche;Baffle;Appareil qui amplifie et diffuse le son.
Complex santa lucia;supermarche;Imprimante;Appareil permettant d'imprimer des documents et des images sur papier.
Complex santa lucia;supermarche;Photocopieuse;Machine permettant de reproduire des copies d'un document.
Complex santa lucia;supermarche;Disques durs externes;Périphériques de stockage externes pour sauvegarder des fichiers.
Complex santa lucia;supermarche;SSD;Disque de stockage rapide utilisant la mémoire flash pour améliorer les performances.
Complex santa lucia;supermarche;Claviers;Périphérique d'entrée utilisé pour taper des caractères et des commandes sur un ordinateur.
Complex santa lucia;supermarche;Tapis de souris;Surface lisse utilisée pour améliorer le déplacement de la souris.
Complex santa lucia;supermarche;Moniteurs;Écrans utilisés pour afficher les informations d'un ordinateur.
Complex santa lucia;supermarche;Onduleurs;Appareils permettant de fournir une alimentation de secours en cas de coupure électrique.
Complex santa lucia;supermarche;Adaptateurs HDMI/VGA/USB;Dispositifs convertissant les signaux vidéo ou de connexion entre différents ports.
Complex santa lucia;supermarche;Batteries pour ordinateurs;Sources d'énergie portables pour alimenter un ordinateur portable.
Complex santa lucia;supermarche;Projecteurs;Appareils permettant de projeter des images ou des vidéos sur une surface.
Complex santa lucia;supermarche;Caméras web;Périphériques permettant la capture vidéo pour les appels et enregistrements.
Complex santa lucia;supermarche;Microphones;Appareils servant à capter et amplifier le son.
Complex santa lucia;supermarche;Haut-parleurs Bluetooth;Dispositifs sans fil permettant de diffuser du son via Bluetooth.
Complex santa lucia;supermarche;Routeurs Wi-Fi;Appareils fournissant un réseau Internet sans fil aux appareils connectés.
Complex santa lucia;supermarche;Switch Ethernet;Appareil réseau permettant de connecter plusieurs périphériques via des câbles Ethernet.
Complex santa lucia;supermarche;Câbles Ethernet;Câbles servant à connecter des appareils pour la transmission de données réseau.
Complex santa lucia;supermarche;Cartouches d'encre;Réservoirs contenant de l'encre pour imprimantes.
Complex santa lucia;supermarche;Toners;Poudres utilisées dans les imprimantes laser pour imprimer des documents.
Complex santa lucia;supermarche;Supports pour ordinateurs;Accessoires permettant de surélever ou positionner un ordinateur.
Complex santa lucia;supermarche;Stations d'accueil;Dispositifs permettant de connecter plusieurs périphériques à un ordinateur portable.
Complex santa lucia;supermarche;Clé HDMI;Appareil permettant de diffuser du contenu sur un écran via un port HDMI.
Complex santa lucia;supermarche;Scanner;Appareil qui numérise des documents pour les transformer en fichiers numériques.
Complex santa lucia;supermarche;Tablette graphique;Outil permettant de dessiner ou écrire numériquement.
Complex santa lucia;supermarche;Écran tactile;Écran réagissant au toucher pour interagir directement avec un appareil.
Complex santa lucia;supermarche;Hub USB;Dispositif permettant d'étendre le nombre de ports USB disponibles.
Complex santa lucia;supermarche;Adaptateur Wi-Fi;Accessoire permettant d'ajouter une connexion sans fil à un appareil.
Complex santa lucia;supermarche;Carte mère;Circuit imprimé central qui relie tous les composants d'un ordinateur.
Complex santa lucia;supermarche;Processeur;Unité centrale de traitement qui exécute les commandes d'un ordinateur.
Complex santa lucia;supermarche;RAM;Mémoire vive utilisée pour stocker temporairement les données en cours de traitement.
Complex santa lucia;supermarche;Carte graphique;Composant responsable de l'affichage et du traitement des graphiques.
Complex santa lucia;supermarche;Alimentation;Unité fournissant l'énergie nécessaire pour alimenter les composants d'un ordinateur.
Complex santa lucia;supermarche;Boîtier PC;Enveloppe contenant les composants internes d'un ordinateur.
Complex santa lucia;supermarche;Ventilateur;Dispositif permettant de refroidir les composants électroniques.
Complex santa lucia;supermarche;Lecteur de cartes SD;Appareil permettant de lire ou écrire sur des cartes mémoire SD.
Complex santa lucia;supermarche;Batterie externe;Dispositif portable permettant de recharger des appareils électroniques.
Complex santa lucia;supermarche;Chargeur solaire;Chargeur utilisant l'énergie solaire pour recharger des appareils.
Complex santa lucia;supermarche;Support de téléphone;Accessoire permettant de maintenir un téléphone en position fixe.
Complex santa lucia;supermarche;Station de charge sans fil;Dispositif permettant de recharger les appareils compatibles sans câble.
Complex santa lucia;supermarche;Adaptateur secteur;Accessoire permettant de brancher un appareil électronique sur une prise électrique.
Complex santa lucia;supermarche;Convertisseur USB;Dispositif permettant de convertir un port USB pour d'autres usages ou types de connecteurs.
Complex santa lucia;supermarche;Pain;Produit de boulangerie à base de farine, d'eau, de levure et de sel.
Complex santa lucia;supermarche;Croissants;Viennoiseries en forme de croissant, fabriquées avec de la pâte feuilletée et du beurre.
Complex santa lucia;supermarche;Gâteaux;Desserts sucrés composés de farine, sucre, œufs et autres ingrédients.
Complex santa lucia;supermarche;Baguettes;Pain français allongé et croustillant.
Complex santa lucia;supermarche;Pains spéciaux;Variétés de pains réalisés avec des farines différentes ou enrichis d'ingrédients.
Complex santa lucia;supermarche;Pain complet;Pain préparé avec de la farine complète, riche en fibres.
Complex santa lucia;supermarche;Pain de mie;Pain moelleux, souvent utilisé pour les sandwichs.
Complex santa lucia;supermarche;Brioche;Pain sucré et léger, enrichi en beurre et en œufs.
Complex santa lucia;supermarche;Pain au chocolat;Viennoiserie rectangulaire garnie de chocolat.
Complex santa lucia;supermarche;Chaussons aux pommes;Viennoiseries garnies de compote de pommes.
Complex santa lucia;supermarche;Beignets;Pâte frite souvent sucrée et parfois garnie.
Complex santa lucia;supermarche;Donuts;Beignets en forme d'anneau, souvent glacés ou garnis.
Complex santa lucia;supermarche;Éclairs;Pâtisseries allongées garnies de crème pâtissière et nappées de glaçage.
Complex santa lucia;supermarche;Tartes;Desserts constitués d'une pâte garnie de fruits ou de crème.
Complex santa lucia;supermarche;Torsades;Viennoiseries feuilletées en forme torsadée.
Complex santa lucia;supermarche;Madeleines;Petits gâteaux moelleux en forme de coquillage.
Complex santa lucia;supermarche;Financiers;Petits gâteaux à base d'amandes.
Complex santa lucia;supermarche;Macarons;Petits biscuits ronds croquants à l'extérieur, garnis de crème.
Complex santa lucia;supermarche;Muffins;Petits gâteaux individuels, souvent garnis de pépites de chocolat ou de fruits.
Complex santa lucia;supermarche;Brownies;Gâteaux au chocolat fondants coupés en carrés.
Complex santa lucia;supermarche;Cookies;Biscuits ronds et croquants, souvent garnis de pépites de chocolat.
Complex santa lucia;supermarche;Meringues;Desserts à base de blancs d'œufs et de sucre, cuits au four.
Complex santa lucia;supermarche;Tiramisu;Dessert italien composé de mascarpone, café et biscuits imbibés.
Complex santa lucia;supermarche;Mille-feuilles;Pâtisserie feuilletée garnie de crème pâtissière.
Complex santa lucia;supermarche;Crêpes;Pâtes fines cuites à la poêle, sucrées ou salées.
Complex santa lucia;supermarche;Galettes des rois;Pâtisserie traditionnelle composée de pâte feuilletée et de frangipane.
Complex santa lucia;supermarche;Choux à la crème;Petits choux garnis de crème pâtissière.
Complex santa lucia;supermarche;Religieuses;Pâtisseries composées de deux choux superposés et garnis de crème.
Complex santa lucia;supermarche;Viennoiseries;Ensemble de produits de boulangerie sucrés (croissants, pains au chocolat, etc.).
Complex santa lucia;supermarche;Flans pâtissiers;Desserts à base de pâte brisée garnie de crème aux œufs.
Complex santa lucia;supermarche;Cakes;Gâteaux moelleux souvent agrémentés de fruits ou de chocolat.
Complex santa lucia;supermarche;Pains aux raisins;Viennoiseries roulées garnies de raisins secs et de crème.
Complex santa lucia;supermarche;Pains pita;Pains plats originaires du Moyen-Orient.
Complex santa lucia;supermarche;Bagels;Pains en forme d'anneau souvent garnis pour des sandwichs.
Complex santa lucia;supermarche;Kouglofs;Brioches alsaciennes en forme de couronne.
Complex santa lucia;supermarche;Gaufres;Pâtisseries croustillantes cuites dans un moule à alvéoles.
Complex santa lucia;supermarche;Chocolatines;Synonyme régional de pain au chocolat.
Complex santa lucia;supermarche;Pastels de nata;Tartelettes portugaises garnies de crème pâtissière.
Complex santa lucia;supermarche;Brioches tressées;Brioche en forme de tresse.
Complex santa lucia;supermarche;Panettones;Brioches italiennes garnies de fruits secs.
Complex santa lucia;supermarche;Tartes aux fruits;Tartes garnies de fruits frais.
Complex santa lucia;supermarche;Roulés à la cannelle;Pâtisseries roulées garnies de cannelle et de sucre.
Complex santa lucia;supermarche;Biscuits sablés;Petits biscuits friables à base de farine, beurre et sucre.
Complex santa lucia;supermarche;Épices;Ingrédients utilisés pour assaisonner ou parfumer les plats.
Complex santa lucia;supermarche;Jus;Boissons obtenues à partir de fruits pressés.
